Code_agent;NUK;Date_of_sale;Policy_number;Policy_status;Period_type_code;Type_of_periodicity;Periodicity_code;Periodicity;Region_code;Business_line;Insurance_premium
30325008;3274;27.08.2022;XZ0ZYX00;20;D;Периодическая оплата;1;Ежемесячная;30325;ПСЖ;11214.86
88803002;15445;20.09.2022;XZ0ZYXK;20;D;Периодическая оплата;1;Ежемесячная;88803;НСЖ;16842.02
88803002;15445;11.04.2022;XZ0ZYXK0;20;D;Периодическая оплата;1;Ежемесячная;88803;НСиБ;15544.99
88803002;15445;22.10.2022;XZ0ZYXK00;20;D;Периодическая оплата;1;Ежемесячная;88803;РСЖ;1137.24
88803005;15386;17.01.2022;XZ0ZYY0;20;D;Периодическая оплата;1;Ежемесячная;88803;НСиБ;4664.09
88803005;15386;06.01.2022;XZ0ZYY00;20;D;Периодическая оплата;1;Ежемесячная;88803;ПСЖ;32320.59
56499006;2938;19.05.2022;XZ0ZYYK;20;D;Периодическая оплата;1;Ежемесячная;56499;НСиБ;5018.6
56499006;2938;23.01.2022;XZ0ZYYK0;20;D;Периодическая оплата;1;Ежемесячная;56499;ПСЖ;20269.44
171605001;11676;05.08.2022;XZ0ZYYY;20;D;Периодическая оплата;1;Ежемесячная;171605;ПСЖ;14713.5
88899009;15090;28.11.2022;XZ0ZYZ0;20;D;Периодическая оплата;1;Ежемесячная;88899;НСЖ;4952.64
88899009;15090;13.04.2022;XZ0ZYZ00;20;D;Периодическая оплата;1;Ежемесячная;88899;НСиБ;1508
109199023;19240;02.01.2022;XZ0ZYZB;20;D;Периодическая оплата;1;Ежемесячная;109199;НСЖ;6236.58
109199023;19240;08.04.2022;XZ0ZYZB0;20;D;Периодическая оплата;1;Ежемесячная;109199;НСиБ;5243.94
88802002;15432;06.02.2022;XZ0ZYZK;20;D;Периодическая оплата;1;Ежемесячная;88802;НСиБ;3442.08
88802002;15432;16.05.2022;XZ0ZYZK0;20;D;Периодическая оплата;1;Ежемесячная;88802;ПСЖ;17104.2
88802002;15432;15.06.2022;XZ0ZYZW;20;D;Периодическая оплата;1;Ежемесячная;88802;НСЖ;6816.66
88802002;15432;07.01.2022;XZ0ZYZW0;20;D;Периодическая оплата;1;Ежемесячная;88802;НСиБ;6215.86
140399011;21010;21.07.2022;XZ0ZYZZ;20;D;Периодическая оплата;1;Ежемесячная;140399;НСиБ;9853.53
140399011;21010;17.09.2022;XZ0ZYZZ0;20;D;Периодическая оплата;1;Ежемесячная;140399;ПСЖ;16037.64
171605001;11676;27.02.2022;XZ0ZZ00;20;D;Периодическая оплата;1;Ежемесячная;171605;ПСЖ;10144.56
88899026;15423;18.08.2022;XZ0ZZ0B;20;D;Периодическая оплата;1;Ежемесячная;88899;НСиБ;1956.86
88899026;15423;25.09.2022;XZ0ZZ0B0;20;D;Периодическая оплата;1;Ежемесячная;88899;ПСЖ;5131.64
125399015;17607;24.08.2022;XZ0ZZBI;42;D;Периодическая оплата;1;Ежемесячная;125399;НСЖ;6485.6
125399015;17607;05.03.2022;XZ0ZZBI0;42;D;Периодическая оплата;1;Ежемесячная;125399;НСиБ;252.88
131799025;18558;01.01.2022;XZ0ZZCI;20;D;Периодическая оплата;1;Ежемесячная;131799;НСЖ;8459.31
131799025;18558;27.08.2022;XZ0ZZCI0;20;D;Периодическая оплата;1;Ежемесячная;131799;НСиБ;2996.49
109106002;19238;05.03.2022;XZ0ZZCK;20;D;Периодическая оплата;1;Ежемесячная;109106;НСЖ;15041.5
109106002;19238;20.01.2022;XZ0ZZCK0;20;D;Периодическая оплата;1;Ежемесячная;109106;НСиБ;2522.24
109106002;19238;17.08.2022;XZ0ZZCK00;20;D;Периодическая оплата;1;Ежемесячная;109106;РСЖ;885
190606008;13271;12.12.2022;XZ0ZZCW;20;D;Периодическая оплата;1;Ежемесячная;190606;НСЖ;14108.64
190606008;13271;04.11.2022;XZ0ZZCW0;20;D;Периодическая оплата;1;Ежемесячная;190606;НСиБ;5448.8
190606008;13271;24.10.2022;XZ0ZZCW00;20;D;Периодическая оплата;1;Ежемесячная;190606;РСЖ;537.32
109106002;19238;28.12.2022;XZ0ZZCZ;20;D;Периодическая оплата;1;Ежемесячная;109106;НСиБ;1683.64
109106002;19238;18.07.2022;XZ0ZZCZ0;20;D;Периодическая оплата;1;Ежемесячная;109106;ПСЖ;3669.96
88899027;15342;04.03.2022;XZ0ZZI0;20;D;Периодическая оплата;1;Ежемесячная;88899;НСЖ;6454.42
88899027;15342;27.05.2022;XZ0ZZI00;20;D;Периодическая оплата;1;Ежемесячная;88899;НСиБ;9891.23
88899027;15342;23.01.2022;XZ0ZZI000;20;D;Периодическая оплата;1;Ежемесячная;88899;РСЖ;1590.8
125308001;17542;25.06.2022;XZ0ZZKB;42;D;Периодическая оплата;1;Ежемесячная;125308;НСЖ;10085.58
125308001;17542;16.09.2022;XZ0ZZKB0;42;D;Периодическая оплата;1;Ежемесячная;125308;НСиБ;408.24
40999034;14067;13.02.2022;XZ0ZZKR;20;D;Периодическая оплата;1;Ежемесячная;40999;НСЖ;5032.5
40999034;14067;14.04.2022;XZ0ZZKR0;20;D;Периодическая оплата;1;Ежемесячная;40999;НСиБ;2421.9
109106001;19163;23.12.2022;XZ0ZZKW;20;D;Периодическая оплата;1;Ежемесячная;109106;НСиБ;3385.42
109106001;19163;26.06.2022;XZ0ZZKW0;20;D;Периодическая оплата;1;Ежемесячная;109106;ПСЖ;3137.06
135699048;10391;13.09.2022;XZ0ZZKX;20;D;Периодическая оплата;1;Ежемесячная;135699;НСЖ;2619.36
135699048;10391;06.03.2022;XZ0ZZKX0;20;D;Периодическая оплата;1;Ежемесячная;135699;НСиБ;1262
56401005;5382;19.12.2022;XZ0ZZKZ;20;D;Периодическая оплата;1;Ежемесячная;56401;НСиБ;10406.16
56401005;5382;15.07.2022;XZ0ZZKZ0;20;D;Периодическая оплата;1;Ежемесячная;56401;ПСЖ;24913.36
171601010;11586;25.08.2022;XZ0ZZRB;20;D;Периодическая оплата;1;Ежемесячная;171601;НСЖ;5799.98
171601010;11586;14.09.2022;XZ0ZZRB0;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;4522.79
171601010;11586;03.12.2022;XZ0ZZRB00;20;D;Периодическая оплата;1;Ежемесячная;171601;РСЖ;1948.8
171605001;11676;03.06.2022;XZ0ZZRC;20;D;Периодическая оплата;1;Ежемесячная;171605;ПСЖ;14832.18
55499053;2176;13.12.2022;XZ0ZZWC;20;D;Периодическая оплата;1;Ежемесячная;55499;НСиБ;1845
55499053;2176;09.07.2022;XZ0ZZWC0;20;D;Периодическая оплата;1;Ежемесячная;55499;ПСЖ;16338.6
191099047;12552;21.01.2022;XZ0ZZWW;20;D;Периодическая оплата;1;Ежемесячная;191099;НСиБ;2225.88
191099047;12552;28.01.2022;XZ0ZZWW0;20;D;Периодическая оплата;1;Ежемесячная;191099;ПСЖ;6544.49
62599011;14537;03.04.2022;XZ0ZZWX;20;D;Периодическая оплата;1;Ежемесячная;62599;НСЖ;8592.41
62599011;14537;05.10.2022;XZ0ZZWX0;20;D;Периодическая оплата;1;Ежемесячная;62599;НСиБ;5570.08
191099047;12552;18.07.2022;XZ0ZZWY;20;D;Периодическая оплата;1;Ежемесячная;191099;НСиБ;3791.29
191099047;12552;12.06.2022;XZ0ZZWY0;20;D;Периодическая оплата;1;Ежемесячная;191099;ПСЖ;13226.58
55403023;594;10.10.2022;XZ0ZZXW;20;D;Периодическая оплата;1;Ежемесячная;55403;НСиБ;4599.9
55403023;594;19.07.2022;XZ0ZZXW0;20;D;Периодическая оплата;1;Ежемесячная;55403;ПСЖ;24696
55403023;594;16.10.2022;XZ0ZZXY;20;D;Периодическая оплата;1;Ежемесячная;55403;НСиБ;4514.4
55403023;594;11.12.2022;XZ0ZZXY0;20;D;Периодическая оплата;1;Ежемесячная;55403;ПСЖ;23216.22
125399015;17607;23.05.2022;XZ0ZZYB;20;D;Периодическая оплата;1;Ежемесячная;125399;НСЖ;8735.06
125399015;17607;17.07.2022;XZ0ZZYB0;20;D;Периодическая оплата;1;Ежемесячная;125399;НСиБ;364.06
56499006;2938;24.10.2022;XZ0ZZYZ;20;D;Периодическая оплата;1;Ежемесячная;56499;НСЖ;21759.32
56499006;2938;20.04.2022;XZ0ZZYZ0;20;D;Периодическая оплата;1;Ежемесячная;56499;НСиБ;6656.16
135799005;20875;17.12.2022;XZ0ZZZW;20;D;Периодическая оплата;1;Ежемесячная;135799;НСиБ;999.46
135799005;20875;17.09.2022;XZ0ZZZW0;20;D;Периодическая оплата;1;Ежемесячная;135799;ПСЖ;3841.78
109199021;10715;04.05.2022;XZ0ZZZX;20;D;Периодическая оплата;1;Ежемесячная;109199;НСиБ;2417.64
109199021;10715;09.06.2022;XZ0ZZZX0;20;D;Периодическая оплата;1;Ежемесячная;109199;ПСЖ;11452.16
40999030;14222;17.11.2022;XZX000C;20;D;Периодическая оплата;1;Ежемесячная;40999;НСЖ;13107.45
40999030;14222;01.09.2022;XZX000C0;20;D;Периодическая оплата;1;Ежемесячная;40999;НСиБ;7451.58
160504001;10694;19.07.2022;XZX00BC;20;D;Периодическая оплата;1;Ежемесячная;160504;НСЖ;34115.64
160504001;10694;20.01.2022;XZX00BC0;20;D;Периодическая оплата;1;Ежемесячная;160504;НСиБ;13596.35
160504001;10694;12.08.2022;XZX00BC00;20;D;Периодическая оплата;1;Ежемесячная;160504;РСЖ;772.8
171601010;11586;20.01.2022;XZX00BX;20;D;Периодическая оплата;1;Ежемесячная;171601;НСЖ;31552.54
171601010;11586;10.01.2022;XZX00BX0;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;16392.36
171601014;11696;22.08.2022;XZX00BY;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;594
171601014;11696;14.05.2022;XZX00BY0;20;D;Периодическая оплата;1;Ежемесячная;171601;ПСЖ;14751.9
56499006;2938;23.07.2022;XZX00BZ;20;D;Периодическая оплата;1;Ежемесячная;56499;НСЖ;17879.4
56499006;2938;18.06.2022;XZX00BZ0;20;D;Периодическая оплата;1;Ежемесячная;56499;НСиБ;8431.5
56499006;2938;17.01.2022;XZX00C0;20;D;Периодическая оплата;1;Ежемесячная;56499;НСЖ;62.28
56499006;2938;07.11.2022;XZX00C00;20;D;Периодическая оплата;1;Ежемесячная;56499;НСиБ;1191.8
56499006;2938;21.08.2022;XZX00C000;20;D;Периодическая оплата;1;Ежемесячная;56499;РСЖ;4153.8
135699027;7651;27.10.2022;XZX00I0;20;D;Периодическая оплата;1;Ежемесячная;135699;НСиБ;8309.6
135699027;7651;19.09.2022;XZX00I00;20;D;Периодическая оплата;1;Ежемесячная;135699;ПСЖ;25791.36
62599034;14744;13.02.2022;XZX00IX;20;D;Периодическая оплата;1;Ежемесячная;62599;НСЖ;10886.98
62599034;14744;05.06.2022;XZX00IX0;20;D;Периодическая оплата;1;Ежемесячная;62599;НСиБ;2070.36
202604003;15473;28.02.2022;XZX00RC;20;D;Периодическая оплата;1;Ежемесячная;202604;НСЖ;11992.8
202604003;15473;16.08.2022;XZX00RC0;20;D;Периодическая оплата;1;Ежемесячная;202604;НСиБ;6244.56
204501002;21088;06.02.2022;XZX00WR;20;D;Периодическая оплата;1;Ежемесячная;204501;НСЖ;1401.2
204501002;21088;23.06.2022;XZX00WR0;20;D;Периодическая оплата;1;Ежемесячная;204501;НСиБ;1977.78
55499040;7080;24.01.2022;XZX00WY;20;D;Периодическая оплата;1;Ежемесячная;55499;ПСЖ;56183.12
56399020;1007;17.07.2022;XZX00XB;20;D;Периодическая оплата;1;Ежемесячная;56399;НСиБ;5350.15
56399020;1007;06.09.2022;XZX00XB0;20;D;Периодическая оплата;1;Ежемесячная;56399;ПСЖ;142822.65
202604003;15473;02.10.2022;XZX00XZ;20;D;Периодическая оплата;1;Ежемесячная;202604;НСЖ;11306.88
202604003;15473;16.04.2022;XZX00XZ0;20;D;Периодическая оплата;1;Ежемесячная;202604;НСиБ;573.3
135699037;20092;08.08.2022;XZX00YB;20;D;Периодическая оплата;12;Годовая;135699;НСЖ;52319.7
135699037;20092;20.11.2022;XZX00YB0;20;D;Периодическая оплата;12;Годовая;135699;НСиБ;7360.2
55410003;5421;23.06.2022;XZX00YK;20;D;Периодическая оплата;1;Ежемесячная;55410;НСиБ;1951.2
55410003;5421;18.03.2022;XZX00YK0;20;D;Периодическая оплата;1;Ежемесячная;55410;ПСЖ;44727.2
55499074;7099;12.02.2022;XZX00ZX;20;D;Периодическая оплата;1;Ежемесячная;55499;НСиБ;2397.6
55499074;7099;12.02.2022;XZX00ZX0;20;D;Периодическая оплата;1;Ежемесячная;55499;ПСЖ;19071.36
190606021;13287;03.04.2022;XZX0B00;20;D;Периодическая оплата;1;Ежемесячная;190606;НСЖ;1845.68
190606021;13287;18.11.2022;XZX0B000;20;D;Периодическая оплата;1;Ежемесячная;190606;НСиБ;1479.06
215902002;17773;03.08.2022;XZX0B0B;20;D;Периодическая оплата;12;Годовая;215902;НСЖ;71684.35
215902002;17773;06.01.2022;XZX0B0B0;20;D;Периодическая оплата;12;Годовая;215902;НСиБ;29269.82
215902002;17773;17.09.2022;XZX0B0B00;20;D;Периодическая оплата;12;Годовая;215902;РСЖ;2356.9
52820004;2363;19.11.2022;XZX0B0C;20;D;Периодическая оплата;1;Ежемесячная;52820;НСЖ;37.44
52820004;2363;16.05.2022;XZX0B0C0;20;D;Периодическая оплата;1;Ежемесячная;52820;НСиБ;5630.4
52820004;2363;28.04.2022;XZX0B0C00;20;D;Периодическая оплата;1;Ежемесячная;52820;РСЖ;776.6
205305001;19274;19.11.2022;XZX0B0I;20;D;Периодическая оплата;12;Годовая;205305;НСЖ;524
205305001;19274;07.04.2022;XZX0B0I0;20;D;Периодическая оплата;12;Годовая;205305;НСиБ;36038.3
205305001;19274;04.02.2022;XZX0B0I00;20;D;Периодическая оплата;12;Годовая;205305;РСЖ;46008
88810004;15492;05.05.2022;XZX0B0K;20;D;Периодическая оплата;12;Годовая;88810;НСЖ;64619
88810004;15492;13.06.2022;XZX0B0K0;20;D;Периодическая оплата;12;Годовая;88810;НСиБ;47991.69
55499075;9119;13.12.2022;XZX0B0X;20;D;Периодическая оплата;12;Годовая;55499;НСЖ;215403.3
55499075;9119;17.12.2022;XZX0B0X0;20;D;Периодическая оплата;12;Годовая;55499;НСиБ;10311.3
213702001;10745;12.03.2022;XZX0BBB;20;D;Периодическая оплата;12;Годовая;213702;НСЖ;36211.1
213702001;10745;14.08.2022;XZX0BBB0;20;D;Периодическая оплата;12;Годовая;213702;НСиБ;33586.56
55499016;123;09.12.2022;XZX0BBI;20;D;Периодическая оплата;12;Годовая;55499;НСЖ;137204.56
55499016;123;27.05.2022;XZX0BBI0;20;D;Периодическая оплата;12;Годовая;55499;НСиБ;17533.8
55499016;123;22.02.2022;XZX0BBI00;20;D;Периодическая оплата;12;Годовая;55499;РСЖ;6906.96
209201005;14983;01.01.2022;XZX0BBR;20;D;Периодическая оплата;3;Ежеквартальная;209201;НСЖ;15944.52
209201005;14983;01.01.2022;XZX0BBR0;20;D;Периодическая оплата;3;Ежеквартальная;209201;НСиБ;6535.2
209201005;14983;14.05.2022;XZX0BBR00;20;D;Периодическая оплата;3;Ежеквартальная;209201;РСЖ;824.1
52899096;5545;21.10.2022;XZX0BBW;20;D;Периодическая оплата;1;Ежемесячная;52899;НСЖ;14386.32
52899096;5545;13.11.2022;XZX0BBW0;20;D;Периодическая оплата;1;Ежемесячная;52899;НСиБ;1699.84
52899096;5545;28.07.2022;XZX0BBW00;20;D;Периодическая оплата;1;Ежемесячная;52899;РСЖ;3786.68
62599034;14744;01.01.2022;XZX0BBZ;20;D;Периодическая оплата;1;Ежемесячная;62599;НСЖ;57.88
62599034;14744;24.04.2022;XZX0BBZ0;20;D;Периодическая оплата;1;Ежемесячная;62599;НСиБ;1529.33
62599034;14744;16.09.2022;XZX0BBZ00;20;D;Периодическая оплата;1;Ежемесячная;62599;РСЖ;4141.44
55499074;7099;03.04.2022;XZX0BC0;20;D;Периодическая оплата;12;Годовая;55499;НСЖ;496
55499074;7099;22.11.2022;XZX0BC00;20;D;Периодическая оплата;12;Годовая;55499;НСиБ;35247.18
55499074;7099;20.07.2022;XZX0BC000;20;D;Периодическая оплата;12;Годовая;55499;РСЖ;8624
190606018;13267;10.06.2022;XZX0BCC;20;D;Периодическая оплата;12;Годовая;190606;НСЖ;57524.41
190606018;13267;27.06.2022;XZX0BCC0;20;D;Периодическая оплата;12;Годовая;190606;НСиБ;12544.99
55499075;9119;13.07.2022;XZX0BCK;32;N;Единовременная оплата;0;Не применимо;55499;НСЖ;2349248.88
55499075;9119;02.07.2022;XZX0BCK0;32;N;Единовременная оплата;0;Не применимо;55499;НСиБ;40704.3
214402001;19273;15.07.2022;XZX0BCY;20;D;Периодическая оплата;12;Годовая;214402;НСЖ;159558
214402001;19273;10.06.2022;XZX0BCY0;20;D;Периодическая оплата;12;Годовая;214402;НСиБ;6452.1
214402001;19273;27.02.2022;XZX0BCZ;20;D;Периодическая оплата;3;Ежеквартальная;214402;НСЖ;8939.7
214402001;19273;22.07.2022;XZX0BCZ0;20;D;Периодическая оплата;3;Ежеквартальная;214402;НСиБ;6858.24
88803002;15445;11.05.2022;XZX0BI0;20;D;Периодическая оплата;1;Ежемесячная;88803;НСиБ;8225.6
88803002;15445;24.05.2022;XZX0BI00;20;D;Периодическая оплата;1;Ежемесячная;88803;ПСЖ;15595.04
56301011;590;04.06.2022;XZX0BIB;20;D;Периодическая оплата;1;Ежемесячная;56301;НСЖ;11581.8
56301011;590;12.03.2022;XZX0BIB0;20;D;Периодическая оплата;1;Ежемесячная;56301;НСиБ;2594.82
171601010;11586;18.09.2022;XZX0BIC;20;D;Периодическая оплата;1;Ежемесячная;171601;ПСЖ;6783.2
213706001;10753;18.07.2022;XZX0BII;20;D;Периодическая оплата;12;Годовая;213706;НСЖ;36440.28
213706001;10753;12.03.2022;XZX0BII0;20;D;Периодическая оплата;12;Годовая;213706;НСиБ;5722.8
209201005;14983;15.08.2022;XZX0BIK;20;D;Периодическая оплата;12;Годовая;209201;НСЖ;75760.6
209201005;14983;14.02.2022;XZX0BIK0;20;D;Периодическая оплата;12;Годовая;209201;НСиБ;76983.2
311425002;15895;15.04.2022;XZX0BIW;12;D;Периодическая оплата;1;Ежемесячная;311425;НСЖ;540.6
311425002;15895;07.12.2022;XZX0BIW0;12;D;Периодическая оплата;1;Ежемесячная;311425;НСиБ;-620.86
202612001;15517;03.06.2022;XZX0BIY;20;D;Периодическая оплата;12;Годовая;202612;НСЖ;12904.02
202612001;15517;21.10.2022;XZX0BIY0;20;D;Периодическая оплата;12;Годовая;202612;НСиБ;21094.08
202612001;15517;06.06.2022;XZX0BIY00;20;D;Периодическая оплата;12;Годовая;202612;РСЖ;4044.9
160599016;1399;06.07.2022;XZX0BIZ;32;N;Единовременная оплата;0;Не применимо;160599;НСЖ;248248
160599016;1399;20.10.2022;XZX0BIZ0;32;N;Единовременная оплата;0;Не применимо;160599;НСиБ;80066.7
215003002;5492;04.10.2022;XZX0BK0;20;D;Периодическая оплата;1;Ежемесячная;215003;НСЖ;2281.86
215003002;5492;17.01.2022;XZX0BK00;20;D;Периодическая оплата;1;Ежемесячная;215003;НСиБ;1449.16
88802018;15525;14.09.2022;XZX0BKC;20;D;Периодическая оплата;12;Годовая;88802;НСЖ;60975.26
88802018;15525;17.07.2022;XZX0BKC0;20;D;Периодическая оплата;12;Годовая;88802;НСиБ;51150.6
62502010;14925;05.06.2022;XZX0BKI;20;D;Периодическая оплата;12;Годовая;62502;НСЖ;119668.5
62502010;14925;13.03.2022;XZX0BKI0;20;D;Периодическая оплата;12;Годовая;62502;НСиБ;6090.3
160599020;9957;19.06.2022;XZX0BKK;20;D;Периодическая оплата;12;Годовая;160599;НСЖ;31291.64
160599020;9957;07.08.2022;XZX0BKK0;20;D;Периодическая оплата;12;Годовая;160599;НСиБ;2835
88803002;15445;06.06.2022;XZX0BKR;20;D;Периодическая оплата;1;Ежемесячная;88803;НСиБ;2484
88803002;15445;12.09.2022;XZX0BKR0;20;D;Периодическая оплата;1;Ежемесячная;88803;ПСЖ;11567.2
206407007;12878;20.05.2022;XZX0BKY;20;D;Периодическая оплата;12;Годовая;206407;НСЖ;59383.32
206407007;12878;11.12.2022;XZX0BKY0;20;D;Периодическая оплата;12;Годовая;206407;НСиБ;44709.24
213706001;10753;20.02.2022;XZX0BR0;20;D;Периодическая оплата;12;Годовая;213706;НСЖ;60039
213706001;10753;05.09.2022;XZX0BR00;20;D;Периодическая оплата;12;Годовая;213706;НСиБ;19513.4
206407003;18152;11.09.2022;XZX0BRC;20;D;Периодическая оплата;12;Годовая;206407;НСЖ;67307.8
206407003;18152;06.04.2022;XZX0BRC0;20;D;Периодическая оплата;12;Годовая;206407;НСиБ;24012
88809001;15497;15.09.2022;XZX0BRK;20;D;Периодическая оплата;12;Годовая;88809;НСЖ;144741.9
88809001;15497;25.02.2022;XZX0BRK0;20;D;Периодическая оплата;12;Годовая;88809;НСиБ;3195.9
204505001;12869;16.09.2022;XZX0BRR;20;D;Периодическая оплата;12;Годовая;204505;НСЖ;42885
204505001;12869;08.12.2022;XZX0BRR0;20;D;Периодическая оплата;12;Годовая;204505;НСиБ;6218.1
52899100;917;20.10.2022;XZX0BRY;32;N;Единовременная оплата;0;Не применимо;52899;НСЖ;2216736
52899100;917;20.12.2022;XZX0BRY0;32;N;Единовременная оплата;0;Не применимо;52899;НСиБ;3299.2
88809001;15497;16.07.2022;XZX0BRZ;20;D;Периодическая оплата;12;Годовая;88809;НСЖ;60833.72
88809001;15497;12.01.2022;XZX0BRZ0;20;D;Периодическая оплата;12;Годовая;88809;НСиБ;3276
171699005;19547;14.02.2022;XZX0BW0;20;D;Периодическая оплата;1;Ежемесячная;171699;НСиБ;-288
171699005;19547;11.04.2022;XZX0BW00;20;D;Периодическая оплата;1;Ежемесячная;171699;ПСЖ;3524.08
215302001;19887;06.02.2022;XZX0BWB;20;D;Периодическая оплата;12;Годовая;215302;НСЖ;39992.56
215302001;19887;18.02.2022;XZX0BWB0;20;D;Периодическая оплата;12;Годовая;215302;НСиБ;16368
160599016;1399;13.10.2022;XZX0BWC;20;D;Периодическая оплата;1;Ежемесячная;160599;НСЖ;5192.92
160599016;1399;18.07.2022;XZX0BWC0;20;D;Периодическая оплата;1;Ежемесячная;160599;НСиБ;15206.4
88810004;15492;02.06.2022;XZX0BWW;20;D;Периодическая оплата;12;Годовая;88810;НСЖ;28787.26
88810004;15492;09.05.2022;XZX0BWW0;20;D;Периодическая оплата;12;Годовая;88810;НСиБ;33126.91
30327008;19882;22.03.2022;XZX0BWX;20;D;Периодическая оплата;1;Ежемесячная;30327;НСиБ;4756.4
30327008;19882;06.12.2022;XZX0BWX0;20;D;Периодическая оплата;1;Ежемесячная;30327;ПСЖ;6863.36
190610004;18159;26.01.2022;XZX0BWZ;20;D;Периодическая оплата;1;Ежемесячная;190610;НСЖ;4547.2
190610004;18159;10.09.2022;XZX0BWZ0;20;D;Периодическая оплата;1;Ежемесячная;190610;НСиБ;2552.4
55410008;895;03.06.2022;XZX0BXI;20;D;Периодическая оплата;12;Годовая;55410;НСЖ;59016.48
55410008;895;13.10.2022;XZX0BXI0;20;D;Периодическая оплата;12;Годовая;55410;НСиБ;18304
88803002;15445;20.01.2022;XZX0BXZ;20;D;Периодическая оплата;12;Годовая;88803;НСЖ;32272.3
88803002;15445;27.11.2022;XZX0BXZ0;20;D;Периодическая оплата;12;Годовая;88803;НСиБ;45801.4
214501001;17775;27.11.2022;XZX0BYC;20;D;Периодическая оплата;12;Годовая;214501;НСЖ;86627.7
214501001;17775;13.06.2022;XZX0BYC0;20;D;Периодическая оплата;12;Годовая;214501;НСиБ;8417.7
202803005;11136;15.02.2022;XZX0BYI;20;D;Периодическая оплата;1;Ежемесячная;202803;НСЖ;8093.05
202803005;11136;17.02.2022;XZX0BYI0;20;D;Периодическая оплата;1;Ежемесячная;202803;НСиБ;1907.1
202803005;11136;25.08.2022;XZX0BYI00;20;D;Периодическая оплата;1;Ежемесячная;202803;РСЖ;3586.2
125399013;14653;12.10.2022;XZX0BYR;20;D;Периодическая оплата;1;Ежемесячная;125399;НСЖ;5735.8
125399013;14653;12.10.2022;XZX0BYR0;20;D;Периодическая оплата;1;Ежемесячная;125399;НСиБ;1742
52899100;917;19.01.2022;XZX0BYW;20;D;Периодическая оплата;12;Годовая;52899;НСЖ;692
52899100;917;26.10.2022;XZX0BYW0;20;D;Периодическая оплата;12;Годовая;52899;НСиБ;58321.2
52899100;917;09.06.2022;XZX0BYW00;20;D;Периодическая оплата;12;Годовая;52899;РСЖ;29489
160599019;3298;16.04.2022;XZX0BYX;20;D;Периодическая оплата;1;Ежемесячная;160599;НСЖ;27.36
160599019;3298;21.03.2022;XZX0BYX0;20;D;Периодическая оплата;1;Ежемесячная;160599;НСиБ;1926.68
160599019;3298;17.05.2022;XZX0BYX00;20;D;Периодическая оплата;1;Ежемесячная;160599;РСЖ;3668.98
204501004;12863;15.09.2022;XZX0BYY;20;D;Периодическая оплата;12;Годовая;204501;НСЖ;28720.2
204501004;12863;10.01.2022;XZX0BYY0;20;D;Периодическая оплата;12;Годовая;204501;НСиБ;24600.71
213707001;10756;19.03.2022;XZX0BYZ;20;D;Периодическая оплата;12;Годовая;213707;НСЖ;164435.04
213707001;10756;01.03.2022;XZX0BYZ0;20;D;Периодическая оплата;12;Годовая;213707;НСиБ;25126.6
52820004;2363;08.09.2022;XZX0BZB;20;D;Периодическая оплата;1;Ежемесячная;52820;НСЖ;44.7
52820004;2363;06.07.2022;XZX0BZB0;20;D;Периодическая оплата;1;Ежемесячная;52820;НСиБ;8090.09
52820004;2363;10.04.2022;XZX0BZB00;20;D;Периодическая оплата;1;Ежемесячная;52820;РСЖ;1468.28
202604003;15473;12.12.2022;XZX0BZI;20;D;Периодическая оплата;1;Ежемесячная;202604;НСЖ;10074.93
202604003;15473;28.03.2022;XZX0BZI0;20;D;Периодическая оплата;1;Ежемесячная;202604;НСиБ;7241.15
55499040;7080;26.08.2022;XZX0BZK;32;N;Единовременная оплата;0;Не применимо;55499;НСЖ;708246
55499040;7080;20.01.2022;XZX0BZK0;32;N;Единовременная оплата;0;Не применимо;55499;НСиБ;4536
88809003;15499;13.10.2022;XZX0BZR;20;D;Периодическая оплата;1;Ежемесячная;88809;НСЖ;7876.6
88809003;15499;23.02.2022;XZX0BZR0;20;D;Периодическая оплата;1;Ежемесячная;88809;НСиБ;2212.8
30327001;2250;02.01.2022;XZX0BZW;20;D;Периодическая оплата;1;Ежемесячная;30327;НСиБ;1019.2
30327001;2250;07.04.2022;XZX0BZW0;20;D;Периодическая оплата;1;Ежемесячная;30327;ПСЖ;9330
116499006;17219;27.04.2022;XZX0BZY;20;D;Периодическая оплата;1;Ежемесячная;116499;НСиБ;1299.6
116499006;17219;28.11.2022;XZX0BZY0;20;D;Периодическая оплата;1;Ежемесячная;116499;ПСЖ;11203.36
160599016;1399;02.07.2022;XZX0BZZ;20;D;Периодическая оплата;12;Годовая;160599;НСЖ;57849.48
160599016;1399;28.10.2022;XZX0BZZ0;20;D;Периодическая оплата;12;Годовая;160599;НСиБ;15842
211702002;10687;24.09.2022;XZX0C0I;20;D;Периодическая оплата;1;Ежемесячная;211702;НСЖ;19710.35
211702002;10687;19.12.2022;XZX0C0I0;20;D;Периодическая оплата;1;Ежемесячная;211702;НСиБ;6274.6
116499009;17144;26.12.2022;XZX0C0Y;20;D;Периодическая оплата;1;Ежемесячная;116499;НСЖ;7068.8
116499009;17144;26.06.2022;XZX0C0Y0;20;D;Периодическая оплата;1;Ежемесячная;116499;НСиБ;27732.48
